,bitscore,annotation
CP009436.1|no_gene_name|tblastn_CasPedia,987.1,cas12a
CP014203.1|no_gene_name|tblastn_CasPedia,427.5,cas12u
CP107841.1|no_gene_name|tblastn_CasPedia,-1.0,unknown
CP107972.1|no_gene_name|tblastn_CasPedia,-1.0,unknown
CP107866.1|no_gene_name|tblastn_CasPedia,-1.0,unknown
CP107863.1|no_gene_name|tblastn_CasPedia,-1.0,unknown
CP052758.1|no_gene_name|tblastn_CasPedia,472.5,cas12n
CP149713.1|no_gene_name|tblastn_CasPedia,386.2,cas12f
CP149750.1|no_gene_name|tblastn_CasPedia,386.2,cas12f
CP020378.1|no_gene_name|tblastn_CasPedia,204.5,cas12f
CP187233.1|no_gene_name|tblastn_CasPedia,204.5,cas12f
CP133830.1|no_gene_name|tblastn_CasPedia,204.5,cas12f
CP187234.1|no_gene_name|tblastn_CasPedia,204.5,cas12f
