,bitscore,annotation,cassette_id
CP042893|Cas12b|NCBI,543.6,cas3,1
OY754364|Cas12b|NCBI,610.6,cas8,1
AP028842|Cas12a|NCBI,610.2,cas8,1
BK017448|Cas12f|NCBI,238.4,cas12f,1
CP115913|Cas12f|NCBI,231.8,cas12f,1
CP094173|Cas12f|NCBI,212.7,cas12n,1
CP074263|Cas12b|NCBI,593.4,cas8,1
CP043228|Cas12a|NCBI,284.2,cas12n,1
CP116619|Cas12f|NCBI,999.5,cas12k,1
CP027015|Cas12f|NCBI,115.5,cas12f,1
CP017236|Cas12f|NCBI,266.8,cas12n,1
KF290378|Cas12a|NCBI,283.0,cas12n,1
CP000828|Cas12a|NCBI,136.4,cas12j,1
CP003548|Cas12a|NCBI,1401.8,cas10d,1
CP098984|Cas12b|NCBI,284.6,cas12f,1
CP005492|Cas12a|NCBI,215.7,cas12n,1
CP130447|Cas12b|NCBI,541.1,cas3,1
CP030357|Cas12a|NCBI,265.0,cas12f,1
AP028636|Cas12f|NCBI,898.1,cas8b,1
CP128453|Cas12a|NCBI,622.2,cas9,1
CP024699|Cas12a|NCBI,556.5,cas8b,1
AP026769|Cas12f|NCBI,209.8,cas12n,1
CP083880|Cas12b|NCBI,541.1,cas3,1
CP090456|Cas12b|NCBI,610.6,cas8,1
CP096115|Cas12f|NCBI,593.5,csx17,1
CP071092|Cas12f|NCBI,686.3,cas10,1
LN681231|Cas12b|NCBI,267.1,cas12n,1
CP032475|Cas12f|NCBI,209.5,cas12f,1
CP010160|Cas12b|NCBI,610.6,cas8,1
CP011832|Cas12f|NCBI,491.5,cas1,1
CP133440|Cas12b|NCBI,266.8,cas12n,1
CP132148|Cas12f|NCBI,115.5,cas12f,1
CP074354|Cas12b|NCBI,299.0,cas12f,1
AP018268|Cas12f|NCBI,1351.8,cas10d,1
CP044293|Cas12b|NCBI,535.7,cas3,1
CP069692|Cas12b|NCBI,617.7,cas8,1
CP063979|Cas12b|NCBI,285.0,cas12f,1
LT549891|Cas12f|NCBI,294.5,cas1,1
CP038233|Cas12f|NCBI,606.7,cas8,1
CP006254|Cas12f|NCBI,608.9,cas9,1
CP085947|Cas12f|NCBI,209.7,cas12n,1
CP025047|Cas12f|NCBI,666.5,cas8b,1
CP057473|Cas12f|NCBI,577.1,cas3,1
LR756508|Cas12f|NCBI,248.2,cas12f,1
BK048175|Cas12f|NCBI,232.0,cas12f,1
CP080370|Cas12b|NCBI,381.4,cas1,1
AP018166|Cas12a|NCBI,1353.3,cas12k,1
AP023037|Cas12a|NCBI,214.0,cas12n,1
CP083582|Cas12a|NCBI,776.3,cas7,1
CP067250|Cas12b|NCBI,541.1,cas3,1
CP018115|Cas12b|NCBI,609.1,cas8,1
CP071099|Cas12a|NCBI,699.5,cas10,1
CP058684|Cas12f|NCBI,281.2,cas12f,1
CP063958|Cas12b|NCBI,285.0,cas12f,1
CP017888|Cas12a|NCBI,511.2,cas8b,1
CP099815|Cas12f|NCBI,266.8,cas12n,1
CP030716|Cas12a|NCBI,265.2,cas12f,1
CP095125|Cas12b|NCBI,541.7,cas3,1
KX838314|Cas12f|NCBI,210.9,cas12f,1
CP014263|Cas12f|NCBI,1166.1,cas8b,1
AP028852|Cas12a|NCBI,610.2,cas8,1
AP024814|Cas12f|NCBI,211.4,cas12n,1
CP002069|Cas12f|NCBI,250.4,cas12n,1
CP092973|Cas12b|NCBI,541.1,cas3,1
LR882057|Cas12b|NCBI,577.1,cas3,1
CP045226|Cas12f|NCBI,1229.8,cas10d,1
AP023441|Cas12a|NCBI,1296.6,cas10d,1
CP081021|Cas12a|NCBI,657.0,cas8b,1
OY764016|Cas12a|NCBI,403.5,cas10d,1
CP002105|Cas12f|NCBI,1100.7,cas10d,1
CP018900|Cas12a|NCBI,1051.5,cas9,1
CP016155|Cas12a|NCBI,663.7,cas8b,1
CP065143|Cas12f|NCBI,1374.1,cas3,1
OX383064|Cas12a|NCBI,1272.8,cas12c,1
AP017632|Cas12f|NCBI,212.2,cas12f,1
AP028833|Cas12a|NCBI,284.2,cas12n,1
CP001287|Cas12f|NCBI,959.2,cas12j,1
CP116231|Cas12f|NCBI,898.1,cas8b,1
CP098716|Cas12b|NCBI,266.8,cas12n,1
AP028858|Cas12a|NCBI,610.2,cas8,1
CP084639|Cas12b|NCBI,267.1,cas12n,1
CP025627|Cas12b|NCBI,541.1,cas3,1
CP016552|Cas12f|NCBI,619.7,cas9,1
CP003409|Cas12f|NCBI,661.1,cas10,1
AP027941|Cas12f|NCBI,212.0,cas12f,1
CP091157|Cas12b|NCBI,541.1,cas3,1
CP076318|Cas12b|NCBI,541.1,cas3,1
CP037820|Cas12f|NCBI,662.8,cas8b,1
CP003363|Cas12f|NCBI,241.3,cas12f,1
CP001839|Cas12f|NCBI,1191.4,cas10,1
CP051188|Cas12a|NCBI,299.8,cas7b,1
CP026515|Cas12f|NCBI,212.0,cas12f,1
CP084650|Cas12b|NCBI,267.1,cas12n,1
AP018194|Cas12f|NCBI,941.0,cas12j,1
CP129217|Cas12f|NCBI,266.4,cas10,1
AP028817|Cas12a|NCBI,284.2,cas12n,1
CP104213|Cas12f|NCBI,204.8,cas12f,1
KF705207|Cas12a|NCBI,284.2,cas12n,1
CP088500|Cas12b|NCBI,284.6,cas12f,1
CP002543|Cas12f|NCBI,228.2,cas12f,1
AP025625|Cas12f|NCBI,476.7,cas8b,1
CP086369|Cas12f|NCBI,1363.8,cas3,1
CP003630|Cas12f|NCBI,1353.2,cas10d,1
AP019774|Cas12f|NCBI,206.5,cas12n,1
CP053781|Cas12a|NCBI,259.5,cas12f,1
CP002164|Cas12f|NCBI,483.2,csx1,1
CP083872|Cas12b|NCBI,541.1,cas3,1
CP014334|Cas12f|NCBI,426.8,cas1,1
CP011104|Cas12f|NCBI,1480.1,cas3,1
CP084572|Cas12f|NCBI,190.0,cas12f,1
CP012833|Cas12b|NCBI,599.2,cas8,1
CP049703|Cas12f|NCBI,195.6,cas12u,1
CP024948|Cas12f|NCBI,212.3,cas12f,1
OY282457|Cas12a|NCBI,1415.2,cas12c,1
CP034105|Cas12f|NCBI,1141.5,cas3,1
AP014815|Cas12f|NCBI,877.7,cas12j,1
LR215978|Cas12a|NCBI,423.6,cas13b,1
CP009505|Cas12a|NCBI,551.0,cas8a,1
CP009526|Cas12f|NCBI,1062.5,cas10,1
AP028638|Cas12f|NCBI,731.0,cas8b,1
CP033605|Cas12f|NCBI,620.5,cas8,1
CP060873|Cas12b|NCBI,381.4,cas1,1
CP013331|Cas12f|NCBI,884.9,cas8b,1
CP070233|Cas12f|NCBI,1118.4,cas12k,1
AP028828|Cas12a|NCBI,284.2,cas12n,1
CP022123|Cas12f|NCBI,898.6,cas8b,1
OY763324|Cas12f|NCBI,620.9,cas10d,1
CP032900|Cas12f|NCBI,212.2,cas12f,1
CP003610|Cas12f|NCBI,1157.2,cas10d,1
CP138428|Cas12b|NCBI,302.4,cas12f,1
CP012715|Cas12f|NCBI,564.1,cas8b,1
CP040933|Cas12a|NCBI,292.3,cas12f,1
CP094078|Cas12f|NCBI,210.1,cas12n,1
CP098711|Cas12b|NCBI,266.8,cas12n,1
AP028640|Cas12f|NCBI,693.4,cas10,1
CP058009|Cas12b|NCBI,428.3,cas7,1
CP085056|Cas12b|NCBI,381.4,cas1,1
OP074363|Cas12a|NCBI,246.4,cas12f,1
AP028635|Cas12f|NCBI,693.4,cas10,1
LS483306|Cas12f|NCBI,459.4,cas9,1
CP081023|Cas12a|NCBI,657.0,cas8b,1
CP098706|Cas12b|NCBI,266.8,cas12n,1
AP018248|Cas12a|NCBI,1213.5,cas10d,1
CP032043|Cas12f|NCBI,211.1,cas12n,1
KX119197|Cas12f|NCBI,213.8,cas12n,1
LR882958|Cas12f|NCBI,689.9,cas10d,1
CP003056|Cas12a|NCBI,979.4,cas8b,1
LR882941|Cas12f|NCBI,685.5,cas10d,1
CP037814|Cas12f|NCBI,115.5,cas12f,1
NC|NotFound|NCBI,115.5,cas12f,1
CP017690|Cas12a|NCBI,594.9,cas9,1
CP003904|Cas12f|NCBI,212.0,cas12f,1
CP134918|Cas12b|NCBI,541.7,cas3,1
LT158599|Cas12a|NCBI,655.9,csx17,1
CP024731|Cas12a|NCBI,231.4,cas12n,1
CP017921|Cas12f|NCBI,254.3,cas1,1
CP060293|Cas12f|NCBI,183.1,DinG,1
CP115333|Cas12b|NCBI,609.1,cas8,1
CP043279|Cas12b|NCBI,541.1,cas3,1
CP002071|Cas12f|NCBI,214.1,cas12n,1
OY282444|Cas12f|NCBI,630.1,cas8b,1
CP117797|Cas12f|NCBI,681.8,cas10,1
CP060938|Cas12b|NCBI,541.1,cas3,1
AP017308|Cas12f|NCBI,1035.3,cas10d,1
LR134220|Cas12f|NCBI,610.6,cas8,1
CP085052|Cas12f|NCBI,437.9,cas3,1
AP024480|Cas12f|NCBI,604.4,cas8b,1
AP014507|Cas12a|NCBI,1113.4,cas10,1
AP028822|Cas12a|NCBI,610.2,cas8,1
CP032901|Cas12f|NCBI,209.5,cas12f,1
CP088660|Cas12b|NCBI,285.6,cas12f,1
CP026325|Cas12f|NCBI,212.0,cas12f,1
CP091837|Cas12a|NCBI,289.7,cas12n,1
CP021056|Cas12a|NCBI,1196.1,cas10d,1
CP066325|Cas12f|NCBI,441.1,cas3,1
CP137935|Cas12b|NCBI,541.1,cas3,1
OP072605|Cas12f|NCBI,224.6,cas12f,1
OX383040|Cas12a|NCBI,1272.8,cas12c,1
CP134690|Cas12f|NCBI,666.5,cas8b,1
CP117032|Cas12f|NCBI,1081.3,cas10,1
CP118392|Cas12a|NCBI,663.7,cas8b,1
CP056632|Cas12b|NCBI,613.4,cas8,1
CP030118|Cas12f|NCBI,1017.3,cas12k,1
CP002326|Cas12f|NCBI,560.5,cas8b,1
CP076401|Cas12f|NCBI,666.5,cas8b,1
CP058282|Cas12f|NCBI,215.3,cas12n,1
OX382889|Cas12a|NCBI,1272.8,cas12c,1
AP028824|Cas12a|NCBI,284.2,cas12n,1
CP092026|Cas12f|NCBI,215.2,cas12f,1
CP084652|Cas12b|NCBI,267.1,cas12n,1
BK047914|Cas12f|NCBI,250.6,cas12f,1
CP064767|Cas12a|NCBI,511.2,cas8b,1
CP062933|Cas12a|NCBI,285.2,cas12f,1
AE008384|Cas12f|NCBI,1081.3,cas10,1
CP084648|Cas12b|NCBI,267.1,cas12n,1
CP122727|Cas12b|NCBI,610.6,cas8,1
CP070511|Cas12a|NCBI,194.4,cas12u,1
OY730443|Cas12f|NCBI,208.1,DinG,1
CP058342|Cas12b|NCBI,541.1,cas3,1
AP028859|Cas12a|NCBI,284.2,cas12n,1
BK039752|Cas12f|NCBI,243.3,cas12f,1
CP125059|Cas12b|NCBI,609.1,cas8,1
CP024912|Cas12a|NCBI,860.7,cas12j,1
CP051430|Cas12b|NCBI,576.9,cas3,1
CP034791|Cas12f|NCBI,507.7,csx1,1
CP010995|Cas12a|NCBI,275.1,cas1,1
AP018280|Cas12a|NCBI,943.5,cas12j,1
CP095529|Cas12b|NCBI,609.1,cas8,1
CP086351|Cas12f|NCBI,441.0,cas3,1
CP071987|Cas12f|NCBI,211.6,cas12f,1
CP053468|Cas12f|NCBI,896.6,cas8b,1
CP050440|Cas12a|NCBI,1204.8,cas10d,1
CP018121|Cas12b|NCBI,609.1,cas8,1
CP086481|Cas12a|NCBI,284.2,cas12n,1
CP009516|Cas12f|NCBI,456.7,cas8b,1
CP082237|Cas12f|NCBI,486.3,cas8b,1
KF861863|Cas12f|NCBI,211.1,cas12f,1
CP133076|Cas12f|NCBI,440.7,cas1,1
CP000702|Cas12f|NCBI,651.6,cas10,1
CP063785|Cas12f|NCBI,1205.8,cas10d,1
CP051291|Cas12f|NCBI,213.6,cas12n,1
CP133598|Cas12a|NCBI,316.0,DinG,1
CP030364|Cas12a|NCBI,263.0,cas12f,1
CP020379|Cas12f|NCBI,666.8,cas8b,1
AP014638|Cas12b|NCBI,923.5,cas12j,1
CP026323|Cas12f|NCBI,212.0,cas12f,1
CP071097|Cas12a|NCBI,567.5,cas8b,1
CP085188|Cas12b|NCBI,381.4,cas1,1
CP113865|Cas12f|NCBI,484.2,csx1,1
CP074337|Cas12b|NCBI,593.4,cas8,1
CP128494|Cas12f|NCBI,610.6,cas9,1
CP000916|Cas12a|NCBI,456.2,cas1,1
CP085054|Cas12f|NCBI,441.1,cas3,1
LR890651|Cas12b|NCBI,609.3,cas8,1
CP089142|Cas12b|NCBI,285.8,cas12f,1
CP042326|Cas12f|NCBI,994.6,cas12j,1
CP024703|Cas12a|NCBI,679.5,cas10,1
CP024704|Cas12f|NCBI,658.9,cas9,1
CP073721|Cas12a|NCBI,339.8,cas3,1
