,bitscore,annotation
BK048175|Cas12f|NCBI,232.0,cas12f
CP080370|Cas12b|NCBI,381.4,cas1
AP018166|Cas12a|NCBI,1353.3,cas12k
AP023037|Cas12a|NCBI,214.0,cas12n
CP083582|Cas12a|NCBI,776.3,cas7
CP067250|Cas12b|NCBI,541.1,cas3
CP018115|Cas12b|NCBI,609.1,cas8
CP071099|Cas12a|NCBI,699.5,cas10
CP058684|Cas12f|NCBI,281.2,cas12f
CP063958|Cas12b|NCBI,285.0,cas12f
CP017888|Cas12a|NCBI,511.2,cas8b
CP099815|Cas12f|NCBI,266.8,cas12n
CP030716|Cas12a|NCBI,265.2,cas12f
CP095125|Cas12b|NCBI,541.7,cas3
KX838314|Cas12f|NCBI,210.9,cas12f
CP014263|Cas12f|NCBI,1166.1,cas8b
AP028852|Cas12a|NCBI,610.2,cas8
AP024814|Cas12f|NCBI,211.4,cas12n
CP002069|Cas12f|NCBI,250.4,cas12n
CP092973|Cas12b|NCBI,541.1,cas3
LR882057|Cas12b|NCBI,577.1,cas3
CP045226|Cas12f|NCBI,1229.8,cas10d
AP023441|Cas12a|NCBI,1296.6,cas10d
CP081021|Cas12a|NCBI,657.0,cas8b
OY764016|Cas12a|NCBI,403.5,cas10d
CP002105|Cas12f|NCBI,1100.7,cas10d
CP018900|Cas12a|NCBI,1051.5,cas9
CP016155|Cas12a|NCBI,663.7,cas8b
CP065143|Cas12f|NCBI,1374.1,cas3
OX383064|Cas12a|NCBI,1272.8,cas12c
AP017632|Cas12f|NCBI,212.2,cas12f
AP028833|Cas12a|NCBI,284.2,cas12n
CP001287|Cas12f|NCBI,959.2,cas12j
CP116231|Cas12f|NCBI,898.1,cas8b
CP098716|Cas12b|NCBI,266.8,cas12n
AP028858|Cas12a|NCBI,610.2,cas8
CP084639|Cas12b|NCBI,267.1,cas12n
CP025627|Cas12b|NCBI,541.1,cas3
CP016552|Cas12f|NCBI,619.7,cas9
CP003409|Cas12f|NCBI,661.1,cas10
AP027941|Cas12f|NCBI,212.0,cas12f
CP091157|Cas12b|NCBI,541.1,cas3
CP076318|Cas12b|NCBI,541.1,cas3
CP037820|Cas12f|NCBI,662.8,cas8b
CP003363|Cas12f|NCBI,241.3,cas12f
CP001839|Cas12f|NCBI,1191.4,cas10
CP051188|Cas12a|NCBI,299.8,cas7b
CP026515|Cas12f|NCBI,212.0,cas12f
CP084650|Cas12b|NCBI,267.1,cas12n
AP018194|Cas12f|NCBI,941.0,cas12j
CP129217|Cas12f|NCBI,266.4,cas10
AP028817|Cas12a|NCBI,284.2,cas12n
CP104213|Cas12f|NCBI,204.8,cas12f
KF705207|Cas12a|NCBI,284.2,cas12n
CP088500|Cas12b|NCBI,284.6,cas12f
CP002543|Cas12f|NCBI,228.2,cas12f
AP025625|Cas12f|NCBI,476.7,cas8b
CP086369|Cas12f|NCBI,1363.8,cas3
CP003630|Cas12f|NCBI,1353.2,cas10d
AP019774|Cas12f|NCBI,206.5,cas12n
CP053781|Cas12a|NCBI,259.5,cas12f
CP002164|Cas12f|NCBI,483.2,csx1
CP083872|Cas12b|NCBI,541.1,cas3
CP014334|Cas12f|NCBI,426.8,cas1
CP011104|Cas12f|NCBI,1480.1,cas3
CP084572|Cas12f|NCBI,190.0,cas12f
CP012833|Cas12b|NCBI,599.2,cas8
CP049703|Cas12f|NCBI,195.6,cas12u
CP024948|Cas12f|NCBI,212.3,cas12f
OY282457|Cas12a|NCBI,1415.2,cas12c
CP034105|Cas12f|NCBI,1141.5,cas3
AP014815|Cas12f|NCBI,877.7,cas12j
LR215978|Cas12a|NCBI,423.6,cas13b
CP009505|Cas12a|NCBI,551.0,cas8a
CP009526|Cas12f|NCBI,1062.5,cas10
AP028638|Cas12f|NCBI,731.0,cas8b
CP033605|Cas12f|NCBI,620.5,cas8
CP060873|Cas12b|NCBI,381.4,cas1
CP013331|Cas12f|NCBI,884.9,cas8b
CP070233|Cas12f|NCBI,1118.4,cas12k
AP028828|Cas12a|NCBI,284.2,cas12n
CP022123|Cas12f|NCBI,898.6,cas8b
OY763324|Cas12f|NCBI,620.9,cas10d
CP032900|Cas12f|NCBI,212.2,cas12f
CP003610|Cas12f|NCBI,1157.2,cas10d
CP138428|Cas12b|NCBI,302.4,cas12f
CP012715|Cas12f|NCBI,564.1,cas8b
CP040933|Cas12a|NCBI,292.3,cas12f
CP094078|Cas12f|NCBI,210.1,cas12n
CP098711|Cas12b|NCBI,266.8,cas12n
AP028640|Cas12f|NCBI,693.4,cas10
CP058009|Cas12b|NCBI,428.3,cas7
CP085056|Cas12b|NCBI,381.4,cas1
OP074363|Cas12a|NCBI,246.4,cas12f
AP028635|Cas12f|NCBI,693.4,cas10
LS483306|Cas12f|NCBI,459.4,cas9
CP081023|Cas12a|NCBI,657.0,cas8b
CP098706|Cas12b|NCBI,266.8,cas12n
AP018248|Cas12a|NCBI,1213.5,cas10d
CP032043|Cas12f|NCBI,211.1,cas12n
KX119197|Cas12f|NCBI,213.8,cas12n
LR882958|Cas12f|NCBI,689.9,cas10d
CP003056|Cas12a|NCBI,979.4,cas8b
LR882941|Cas12f|NCBI,685.5,cas10d
CP037814|Cas12f|NCBI,115.5,cas12f
NC|NotFound|NCBI,115.5,cas12f
CP017690|Cas12a|NCBI,594.9,cas9
CP003904|Cas12f|NCBI,212.0,cas12f
CP134918|Cas12b|NCBI,541.7,cas3
LT158599|Cas12a|NCBI,655.9,csx17
CP024731|Cas12a|NCBI,231.4,cas12n
CP017921|Cas12f|NCBI,254.3,cas1
CP060293|Cas12f|NCBI,183.1,DinG
CP115333|Cas12b|NCBI,609.1,cas8
CP043279|Cas12b|NCBI,541.1,cas3
CP002071|Cas12f|NCBI,214.1,cas12n
OY282444|Cas12f|NCBI,630.1,cas8b
CP117797|Cas12f|NCBI,681.8,cas10
CP060938|Cas12b|NCBI,541.1,cas3
AP017308|Cas12f|NCBI,1035.3,cas10d
LR134220|Cas12f|NCBI,610.6,cas8
CP085052|Cas12f|NCBI,437.9,cas3
AP024480|Cas12f|NCBI,604.4,cas8b
AP014507|Cas12a|NCBI,1113.4,cas10
AP028822|Cas12a|NCBI,610.2,cas8
CP032901|Cas12f|NCBI,209.5,cas12f
CP088660|Cas12b|NCBI,285.6,cas12f
CP026325|Cas12f|NCBI,212.0,cas12f
CP091837|Cas12a|NCBI,289.7,cas12n
CP021056|Cas12a|NCBI,1196.1,cas10d
CP066325|Cas12f|NCBI,441.1,cas3
CP137935|Cas12b|NCBI,541.1,cas3
OP072605|Cas12f|NCBI,224.6,cas12f
OX383040|Cas12a|NCBI,1272.8,cas12c
CP134690|Cas12f|NCBI,666.5,cas8b
CP117032|Cas12f|NCBI,1081.3,cas10
CP118392|Cas12a|NCBI,663.7,cas8b
CP056632|Cas12b|NCBI,613.4,cas8
CP030118|Cas12f|NCBI,1017.3,cas12k
CP002326|Cas12f|NCBI,560.5,cas8b
CP076401|Cas12f|NCBI,666.5,cas8b
CP058282|Cas12f|NCBI,215.3,cas12n
OX382889|Cas12a|NCBI,1272.8,cas12c
AP028824|Cas12a|NCBI,284.2,cas12n
CP092026|Cas12f|NCBI,215.2,cas12f
CP084652|Cas12b|NCBI,267.1,cas12n
BK047914|Cas12f|NCBI,250.6,cas12f
CP064767|Cas12a|NCBI,511.2,cas8b
CP062933|Cas12a|NCBI,285.2,cas12f
AE008384|Cas12f|NCBI,1081.3,cas10
CP084648|Cas12b|NCBI,267.1,cas12n
CP122727|Cas12b|NCBI,610.6,cas8
CP070511|Cas12a|NCBI,194.4,cas12u
OY730443|Cas12f|NCBI,208.1,DinG
CP058342|Cas12b|NCBI,541.1,cas3
AP028859|Cas12a|NCBI,284.2,cas12n
BK039752|Cas12f|NCBI,243.3,cas12f
CP125059|Cas12b|NCBI,609.1,cas8
CP024912|Cas12a|NCBI,860.7,cas12j
CP051430|Cas12b|NCBI,576.9,cas3
CP034791|Cas12f|NCBI,507.7,csx1
CP010995|Cas12a|NCBI,275.1,cas1
AP018280|Cas12a|NCBI,943.5,cas12j
CP095529|Cas12b|NCBI,609.1,cas8
CP086351|Cas12f|NCBI,441.0,cas3
CP071987|Cas12f|NCBI,211.6,cas12f
CP053468|Cas12f|NCBI,896.6,cas8b
CP050440|Cas12a|NCBI,1204.8,cas10d
CP018121|Cas12b|NCBI,609.1,cas8
CP086481|Cas12a|NCBI,284.2,cas12n
CP009516|Cas12f|NCBI,456.7,cas8b
CP082237|Cas12f|NCBI,486.3,cas8b
KF861863|Cas12f|NCBI,211.1,cas12f
CP133076|Cas12f|NCBI,440.7,cas1
CP000702|Cas12f|NCBI,651.6,cas10
CP063785|Cas12f|NCBI,1205.8,cas10d
CP051291|Cas12f|NCBI,213.6,cas12n
CP133598|Cas12a|NCBI,316.0,DinG
CP030364|Cas12a|NCBI,263.0,cas12f
CP020379|Cas12f|NCBI,666.8,cas8b
AP014638|Cas12b|NCBI,923.5,cas12j
CP026323|Cas12f|NCBI,212.0,cas12f
CP071097|Cas12a|NCBI,567.5,cas8b
CP085188|Cas12b|NCBI,381.4,cas1
CP113865|Cas12f|NCBI,484.2,csx1
CP074337|Cas12b|NCBI,593.4,cas8
CP128494|Cas12f|NCBI,610.6,cas9
CP000916|Cas12a|NCBI,456.2,cas1
CP085054|Cas12f|NCBI,441.1,cas3
LR890651|Cas12b|NCBI,609.3,cas8
CP089142|Cas12b|NCBI,285.8,cas12f
CP042326|Cas12f|NCBI,994.6,cas12j
CP024703|Cas12a|NCBI,679.5,cas10
CP024704|Cas12f|NCBI,658.9,cas9
CP073721|Cas12a|NCBI,339.8,cas3
